Name,coveredyear,coveredperiod,freq,releaseyear,releasemonth,releaseday,releasehour,releaseminute
CPIX,2011.0,3.0,12.0,2011,4,15,8,30
PCE,2011.0,3.0,12.0,2011,4,29,8,30
CPI,2011.0,4.0,12.0,2011,5,13,8,30
CPIX,2011.0,4.0,12.0,2011,5,13,8,30
PCE,2011.0,4.0,12.0,2011,5,27,8,30
CPI,2011.0,5.0,12.0,2011,6,15,8,30
CPIX,2011.0,5.0,12.0,2011,6,15,8,30
PCE,2011.0,5.0,12.0,2011,6,27,8,30
CPI,2011.0,6.0,12.0,2011,7,15,8,30
CPIX,2011.0,6.0,12.0,2011,7,15,8,30
PCE,2011.0,6.0,12.0,2011,8,2,8,30
CPI,2011.0,7.0,12.0,2011,8,18,8,30
CPIX,2011.0,7.0,12.0,2011,8,18,8,30
PCE,2011.0,7.0,12.0,2011,8,29,8,30
CPI,2011.0,8.0,12.0,2011,9,15,8,30
CPIX,2011.0,8.0,12.0,2011,9,15,8,30
PCE,2011.0,8.0,12.0,2011,9,30,8,30
CPI,2011.0,9.0,12.0,2011,10,19,8,30
CPIX,2011.0,9.0,12.0,2011,10,19,8,30
PCE,2011.0,9.0,12.0,2011,10,28,8,30
CPI,2011.0,10.0,12.0,2011,11,16,8,30
CPIX,2011.0,10.0,12.0,2011,11,16,8,30
PCE,2011.0,10.0,12.0,2011,11,23,8,30
CPI,2011.0,11.0,12.0,2011,12,16,8,30
CPIX,2011.0,11.0,12.0,2011,12,16,8,30
PCE,2011.0,11.0,12.0,2011,12,23,8,30
CPI,2011.0,12.0,12.0,2012,1,19,8,30
CPIX,2011.0,12.0,12.0,2012,1,19,8,30
PCE,2011.0,12.0,12.0,2012,1,30,8,30
CPI,2012.0,1.0,12.0,2012,2,17,8,30
CPIX,2012.0,1.0,12.0,2012,2,17,8,30
PCE,2012.0,1.0,12.0,2012,3,1,8,30
CPI,2012.0,2.0,12.0,2012,3,16,8,30
CPIX,2012.0,2.0,12.0,2012,3,16,8,30
PCEX,2012.0,2.0,12.0,2012,3,30,8,30
PCE,2012.0,2.0,12.0,2012,3,30,8,30
CPI,2012.0,3.0,12.0,2012,4,13,8,30
CPIX,2012.0,3.0,12.0,2012,4,13,8,30
PCEX,2012.0,3.0,12.0,2012,4,30,8,30
PCE,2012.0,3.0,12.0,2012,4,30,8,30
CPI,2012.0,4.0,12.0,2012,5,15,8,30
CPIX,2012.0,4.0,12.0,2012,5,15,8,30
PCEX,2012.0,4.0,12.0,2012,6,1,8,30
PCE,2012.0,4.0,12.0,2012,6,1,8,30
CPI,2012.0,5.0,12.0,2012,6,14,8,30
CPIX,2012.0,5.0,12.0,2012,6,14,8,30
PCEX,2012.0,5.0,12.0,2012,6,29,8,30
PCE,2012.0,5.0,12.0,2012,6,29,8,30
CPI,2012.0,6.0,12.0,2012,7,17,8,30
CPIX,2012.0,6.0,12.0,2012,7,17,8,30
PCEX,2012.0,6.0,12.0,2012,7,31,8,30
PCE,2012.0,6.0,12.0,2012,7,31,8,30
CPI,2012.0,7.0,12.0,2012,8,15,8,30
CPIX,2012.0,7.0,12.0,2012,8,15,8,30
PCEX,2012.0,7.0,12.0,2012,8,30,8,30
PCE,2012.0,7.0,12.0,2012,8,30,8,30
CPI,2012.0,8.0,12.0,2012,9,14,8,30
CPIX,2012.0,8.0,12.0,2012,9,14,8,30
PCEX,2012.0,8.0,12.0,2012,9,28,8,30
PCE,2012.0,8.0,12.0,2012,9,28,8,30
CPI,2012.0,9.0,12.0,2012,10,16,8,30
CPIX,2012.0,9.0,12.0,2012,10,16,8,30
PCEX,2012.0,9.0,12.0,2012,10,29,8,30
PCE,2012.0,9.0,12.0,2012,10,29,8,30
CPI,2012.0,10.0,12.0,2012,11,15,8,30
CPIX,2012.0,10.0,12.0,2012,11,15,8,30
PCEX,2012.0,10.0,12.0,2012,11,30,8,30
PCE,2012.0,10.0,12.0,2012,11,30,8,30
CPI,2012.0,11.0,12.0,2012,12,14,8,30
CPIX,2012.0,11.0,12.0,2012,12,14,8,30
PCEX,2012.0,11.0,12.0,2012,12,21,8,30
PCE,2012.0,11.0,12.0,2012,12,21,8,30
CPI,2012.0,12.0,12.0,2013,1,16,8,30
CPIX,2012.0,12.0,12.0,2013,1,16,8,30
PCEX,2012.0,12.0,12.0,2013,1,31,8,30
PCE,2012.0,12.0,12.0,2013,1,31,8,30
CPI,2013.0,1.0,12.0,2013,2,21,8,30
CPIX,2013.0,1.0,12.0,2013,2,21,8,30
PCEX,2013.0,1.0,12.0,2013,3,1,8,30
PCE,2013.0,1.0,12.0,2013,3,1,8,30
CPI,2013.0,2.0,12.0,2013,3,15,8,30
CPIX,2013.0,2.0,12.0,2013,3,15,8,30
PCEX,2013.0,2.0,12.0,2013,3,29,8,30
PCE,2013.0,2.0,12.0,2013,3,29,8,30
CPI,2013.0,3.0,12.0,2013,4,16,8,30
CPIX,2013.0,3.0,12.0,2013,4,16,8,30
PCEX,2013.0,3.0,12.0,2013,4,29,8,30
PCE,2013.0,3.0,12.0,2013,4,29,8,30
CPI,2013.0,4.0,12.0,2013,5,16,8,30
CPIX,2013.0,4.0,12.0,2013,5,16,8,30
PCEX,2013.0,4.0,12.0,2013,5,31,8,30
PCE,2013.0,4.0,12.0,2013,5,31,8,30
CPI,2013.0,5.0,12.0,2013,6,18,8,30
CPIX,2013.0,5.0,12.0,2013,6,18,8,30
PCEX,2013.0,5.0,12.0,2013,6,27,8,30
PCE,2013.0,5.0,12.0,2013,6,27,8,30
CPI,2013.0,6.0,12.0,2013,7,16,8,30
CPIX,2013.0,6.0,12.0,2013,7,16,8,30
PCEX,2013.0,6.0,12.0,2013,8,2,8,30
PCE,2013.0,6.0,12.0,2013,8,2,8,30
CPI,2013.0,7.0,12.0,2013,8,15,8,30
CPIX,2013.0,7.0,12.0,2013,8,15,8,30
PCEX,2013.0,7.0,12.0,2013,8,30,8,30
PCE,2013.0,7.0,12.0,2013,8,30,8,30
CPI,2013.0,8.0,12.0,2013,9,17,8,30
CPIX,2013.0,8.0,12.0,2013,9,17,8,30
PCEX,2013.0,8.0,12.0,2013,9,27,8,30
PCE,2013.0,8.0,12.0,2013,9,27,8,30
CPI,2013.0,9.0,12.0,2013,10,30,8,30
CPIX,2013.0,9.0,12.0,2013,10,30,8,30
PCEX,2013.0,9.0,12.0,2013,11,8,8,30
PCE,2013.0,9.0,12.0,2013,11,8,8,30
CPI,2013.0,10.0,12.0,2013,11,20,8,30
CPIX,2013.0,10.0,12.0,2013,11,20,8,30
PCEX,2013.0,10.0,12.0,2013,12,6,8,30
PCE,2013.0,10.0,12.0,2013,12,6,8,30
CPI,2013.0,11.0,12.0,2013,12,17,8,30
CPIX,2013.0,11.0,12.0,2013,12,17,8,30
PCEX,2013.0,11.0,12.0,2013,12,23,8,30
PCE,2013.0,11.0,12.0,2013,12,23,8,30
CPI,2013.0,12.0,12.0,2014,1,16,8,30
CPIX,2013.0,12.0,12.0,2014,1,16,8,30
PCEX,2013.0,12.0,12.0,2014,1,31,8,30
PCE,2013.0,12.0,12.0,2014,1,31,8,30
CPI,2014.0,1.0,12.0,2014,2,20,8,30
CPIX,2014.0,1.0,12.0,2014,2,20,8,30
PCEX,2014.0,1.0,12.0,2014,3,3,8,30
PCE,2014.0,1.0,12.0,2014,3,3,8,30
CPI,2014.0,2.0,12.0,2014,3,18,8,30
CPIX,2014.0,2.0,12.0,2014,3,18,8,30
PCEX,2014.0,2.0,12.0,2014,3,28,8,30
PCE,2014.0,2.0,12.0,2014,3,28,8,30
CPI,2014.0,3.0,12.0,2014,4,15,8,30
CPIX,2014.0,3.0,12.0,2014,4,15,8,30
PCEX,2014.0,3.0,12.0,2014,5,1,8,30
PCE,2014.0,3.0,12.0,2014,5,1,8,30
CPI,2014.0,4.0,12.0,2014,5,15,8,30
CPIX,2014.0,4.0,12.0,2014,5,15,8,30
PCEX,2014.0,4.0,12.0,2014,5,30,8,30
PCE,2014.0,4.0,12.0,2014,5,30,8,30
CPI,2014.0,5.0,12.0,2014,6,17,8,30
CPIX,2014.0,5.0,12.0,2014,6,17,8,30
PCEX,2014.0,5.0,12.0,2014,6,26,8,30
PCE,2014.0,5.0,12.0,2014,6,26,8,30
CPI,2014.0,6.0,12.0,2014,7,22,8,30
CPIX,2014.0,6.0,12.0,2014,7,22,8,30
PCEX,2014.0,6.0,12.0,2014,8,1,8,30
PCE,2014.0,6.0,12.0,2014,8,1,8,30
CPI,2014.0,7.0,12.0,2014,8,19,8,30
CPIX,2014.0,7.0,12.0,2014,8,19,8,30
PCEX,2014.0,7.0,12.0,2014,8,29,8,30
PCE,2014.0,7.0,12.0,2014,8,29,8,30
CPI,2014.0,8.0,12.0,2014,9,17,8,30
CPIX,2014.0,8.0,12.0,2014,9,17,8,30
PCEX,2014.0,8.0,12.0,2014,9,29,8,30
PCE,2014.0,8.0,12.0,2014,9,29,8,30
CPI,2014.0,9.0,12.0,2014,10,22,8,30
CPIX,2014.0,9.0,12.0,2014,10,22,8,30
PCEX,2014.0,9.0,12.0,2014,10,31,8,30
PCE,2014.0,9.0,12.0,2014,10,31,8,30
CPI,2014.0,10.0,12.0,2014,11,20,8,30
CPIX,2014.0,10.0,12.0,2014,11,20,8,30
PCEX,2014.0,10.0,12.0,2014,11,26,8,30
PCE,2014.0,10.0,12.0,2014,11,26,8,30
CPI,2014.0,11.0,12.0,2014,12,17,8,30
CPIX,2014.0,11.0,12.0,2014,12,17,8,30
PCEX,2014.0,11.0,12.0,2014,12,23,10,0
PCE,2014.0,11.0,12.0,2014,12,23,10,0
CPI,2014.0,12.0,12.0,2015,1,16,8,30
CPIX,2014.0,12.0,12.0,2015,1,16,8,30
PCEX,2014.0,12.0,12.0,2015,2,2,8,30
PCE,2014.0,12.0,12.0,2015,2,2,8,30
CPI,2015.0,1.0,12.0,2015,2,26,8,30
CPIX,2015.0,1.0,12.0,2015,2,26,8,30
PCEX,2015.0,1.0,12.0,2015,3,2,8,30
PCE,2015.0,1.0,12.0,2015,3,2,8,30
CPI,2015.0,2.0,12.0,2015,3,24,8,30
CPIX,2015.0,2.0,12.0,2015,3,24,8,30
PCEX,2015.0,2.0,12.0,2015,3,30,8,30
PCE,2015.0,2.0,12.0,2015,3,30,8,30
CPI,2015.0,3.0,12.0,2015,4,17,8,30
CPIX,2015.0,3.0,12.0,2015,4,17,8,30
PCEX,2015.0,3.0,12.0,2015,4,30,8,30
PCE,2015.0,3.0,12.0,2015,4,30,8,30
CPI,2015.0,4.0,12.0,2015,5,22,8,30
CPIX,2015.0,4.0,12.0,2015,5,22,8,30
PCEX,2015.0,4.0,12.0,2015,6,1,8,30
PCE,2015.0,4.0,12.0,2015,6,1,8,30
CPI,2015.0,5.0,12.0,2015,6,18,8,30
CPIX,2015.0,5.0,12.0,2015,6,18,8,30
PCEX,2015.0,5.0,12.0,2015,6,25,8,30
PCE,2015.0,5.0,12.0,2015,6,25,8,30
CPI,2015.0,6.0,12.0,2015,7,17,8,30
CPIX,2015.0,6.0,12.0,2015,7,17,8,30
PCEX,2015.0,6.0,12.0,2015,8,3,8,30
PCE,2015.0,6.0,12.0,2015,8,3,8,30
CPI,2015.0,7.0,12.0,2015,8,19,8,30
CPIX,2015.0,7.0,12.0,2015,8,19,8,30
PCEX,2015.0,7.0,12.0,2015,8,28,8,30
PCE,2015.0,7.0,12.0,2015,8,28,8,30
CPI,2015.0,8.0,12.0,2015,9,16,8,30
CPIX,2015.0,8.0,12.0,2015,9,16,8,30
PCEX,2015.0,8.0,12.0,2015,9,28,8,30
PCE,2015.0,8.0,12.0,2015,9,28,8,30
CPI,2015.0,9.0,12.0,2015,10,15,8,30
CPIX,2015.0,9.0,12.0,2015,10,15,8,30
PCEX,2015.0,9.0,12.0,2015,10,30,8,30
PCE,2015.0,9.0,12.0,2015,10,30,8,30
CPI,2015.0,10.0,12.0,2015,11,17,8,30
CPIX,2015.0,10.0,12.0,2015,11,17,8,30
PCEX,2015.0,10.0,12.0,2015,11,25,8,30
PCE,2015.0,10.0,12.0,2015,11,25,8,30
CPI,2015.0,11.0,12.0,2015,12,15,8,30
CPIX,2015.0,11.0,12.0,2015,12,15,8,30
PCEX,2015.0,11.0,12.0,2015,12,23,8,30
PCE,2015.0,11.0,12.0,2015,12,23,8,30
CPI,2015.0,12.0,12.0,2016,1,20,8,30
CPIX,2015.0,12.0,12.0,2016,1,20,8,30
PCEX,2015.0,12.0,12.0,2016,2,1,8,30
PCE,2015.0,12.0,12.0,2016,2,1,8,30
CPI,2016.0,1.0,12.0,2016,2,19,8,30
CPIX,2016.0,1.0,12.0,2016,2,19,8,30
PCEX,2016.0,1.0,12.0,2016,2,26,10,0
PCE,2016.0,1.0,12.0,2016,2,26,10,0
CPI,2016.0,2.0,12.0,2016,3,16,8,30
CPIX,2016.0,2.0,12.0,2016,3,16,8,30
PCEX,2016.0,2.0,12.0,2016,3,28,8,30
PCE,2016.0,2.0,12.0,2016,3,28,8,30
CPI,2016.0,3.0,12.0,2016,4,14,8,30
CPIX,2016.0,3.0,12.0,2016,4,14,8,30
PCEX,2016.0,3.0,12.0,2016,4,29,8,30
PCE,2016.0,3.0,12.0,2016,4,29,8,30
CPI,2016.0,4.0,12.0,2016,5,17,8,30
CPIX,2016.0,4.0,12.0,2016,5,17,8,30
PCEX,2016.0,4.0,12.0,2016,5,31,8,30
PCE,2016.0,4.0,12.0,2016,5,31,8,30
CPI,2016.0,5.0,12.0,2016,6,16,8,30
CPIX,2016.0,5.0,12.0,2016,6,16,8,30
PCEX,2016.0,5.0,12.0,2016,6,29,8,30
PCE,2016.0,5.0,12.0,2016,6,29,8,30
CPI,2016.0,6.0,12.0,2016,7,15,8,30
CPIX,2016.0,6.0,12.0,2016,7,15,8,30
PCEX,2016.0,6.0,12.0,2016,8,2,8,30
PCE,2016.0,6.0,12.0,2016,8,2,8,30
CPI,2016.0,7.0,12.0,2016,8,16,8,30
CPIX,2016.0,7.0,12.0,2016,8,16,8,30
PCEX,2016.0,7.0,12.0,2016,8,29,8,30
PCE,2016.0,7.0,12.0,2016,8,29,8,30
CPI,2016.0,8.0,12.0,2016,9,16,8,30
CPIX,2016.0,8.0,12.0,2016,9,16,8,30
PCEX,2016.0,8.0,12.0,2016,9,30,8,30
PCE,2016.0,8.0,12.0,2016,9,30,8,30
CPI,2016.0,9.0,12.0,2016,10,18,8,30
CPIX,2016.0,9.0,12.0,2016,10,18,8,30
PCEX,2016.0,9.0,12.0,2016,10,31,8,30
PCE,2016.0,9.0,12.0,2016,10,31,8,30
CPI,2016.0,10.0,12.0,2016,11,17,8,30
CPIX,2016.0,10.0,12.0,2016,11,17,8,30
PCEX,2016.0,10.0,12.0,2016,11,30,8,30
PCE,2016.0,10.0,12.0,2016,11,30,8,30
CPI,2016.0,11.0,12.0,2016,12,15,8,30
CPIX,2016.0,11.0,12.0,2016,12,15,8,30
PCEX,2016.0,11.0,12.0,2016,12,22,10,0
PCE,2016.0,11.0,12.0,2016,12,22,10,0
CPI,2016.0,12.0,12.0,2017,1,18,8,30
CPIX,2016.0,12.0,12.0,2017,1,18,8,30
PCEX,2016.0,12.0,12.0,2017,1,30,8,30
PCE,2016.0,12.0,12.0,2017,1,30,8,30
CPI,2017.0,1.0,12.0,2017,2,15,8,30
CPIX,2017.0,1.0,12.0,2017,2,15,8,30
PCEX,2017.0,1.0,12.0,2017,3,1,8,30
PCE,2017.0,1.0,12.0,2017,3,1,8,30
CPI,2017.0,2.0,12.0,2017,3,15,8,30
CPIX,2017.0,2.0,12.0,2017,3,15,8,30
PCEX,2017.0,2.0,12.0,2017,3,31,8,30
PCE,2017.0,2.0,12.0,2017,3,31,8,30
CPI,2017.0,3.0,12.0,2017,4,14,8,30
CPIX,2017.0,3.0,12.0,2017,4,14,8,30
PCEX,2017.0,3.0,12.0,2017,5,1,8,30
PCE,2017.0,3.0,12.0,2017,5,1,8,30
CPI,2017.0,4.0,12.0,2017,5,12,8,30
CPIX,2017.0,4.0,12.0,2017,5,12,8,30
PCEX,2017.0,4.0,12.0,2017,5,30,8,30
PCE,2017.0,4.0,12.0,2017,5,30,8,30
CPI,2017.0,5.0,12.0,2017,6,14,8,30
CPIX,2017.0,5.0,12.0,2017,6,14,8,30
PCEX,2017.0,5.0,12.0,2017,6,30,8,30
PCE,2017.0,5.0,12.0,2017,6,30,8,30
CPI,2017.0,6.0,12.0,2017,7,14,8,30
CPIX,2017.0,6.0,12.0,2017,7,14,8,30
PCEX,2017.0,6.0,12.0,2017,8,1,8,30
PCE,2017.0,6.0,12.0,2017,8,1,8,30
CPI,2017.0,7.0,12.0,2017,8,11,8,30
CPIX,2017.0,7.0,12.0,2017,8,11,8,30
PCEX,2017.0,7.0,12.0,2017,8,31,8,30
PCE,2017.0,7.0,12.0,2017,8,31,8,30
CPI,2017.0,8.0,12.0,2017,9,14,8,30
CPIX,2017.0,8.0,12.0,2017,9,14,8,30
PCEX,2017.0,8.0,12.0,2017,9,29,8,30
PCE,2017.0,8.0,12.0,2017,9,29,8,30
CPI,2017.0,9.0,12.0,2017,10,13,8,30
CPIX,2017.0,9.0,12.0,2017,10,13,8,30
PCEX,2017.0,9.0,12.0,2017,10,30,8,30
PCE,2017.0,9.0,12.0,2017,10,30,8,30
CPI,2017.0,10.0,12.0,2017,11,15,8,30
CPIX,2017.0,10.0,12.0,2017,11,15,8,30
PCEX,2017.0,10.0,12.0,2017,11,30,8,30
PCE,2017.0,10.0,12.0,2017,11,30,8,30
CPI,2017.0,11.0,12.0,2017,12,13,8,30
CPIX,2017.0,11.0,12.0,2017,12,13,8,30
PCEX,2017.0,11.0,12.0,2017,12,22,8,30
PCE,2017.0,11.0,12.0,2017,12,22,8,30
CPI,2017.0,12.0,12.0,2018,1,12,8,30
CPIX,2017.0,12.0,12.0,2018,1,12,8,30
PCEX,2017.0,12.0,12.0,2018,1,29,8,30
PCE,2017.0,12.0,12.0,2018,1,29,8,30
CPI,2018.0,1.0,12.0,2018,2,14,8,30
CPIX,2018.0,1.0,12.0,2018,2,14,8,30
PCEX,2018.0,1.0,12.0,2018,3,1,8,30
PCE,2018.0,1.0,12.0,2018,3,1,8,30
CPI,2018.0,2.0,12.0,2018,3,13,8,30
CPIX,2018.0,2.0,12.0,2018,3,13,8,30
PCEX,2018.0,2.0,12.0,2018,3,29,8,30
PCE,2018.0,2.0,12.0,2018,3,29,8,30
CPI,2018.0,3.0,12.0,2018,4,11,8,30
CPIX,2018.0,3.0,12.0,2018,4,11,8,30
PCEX,2018.0,3.0,12.0,2018,4,30,8,30
PCE,2018.0,3.0,12.0,2018,4,30,8,30
CPI,2018.0,4.0,12.0,2018,5,10,8,30
CPIX,2018.0,4.0,12.0,2018,5,10,8,30
PCEX,2018.0,4.0,12.0,2018,5,31,8,30
PCE,2018.0,4.0,12.0,2018,5,31,8,30
CPI,2018.0,5.0,12.0,2018,6,12,8,30
CPIX,2018.0,5.0,12.0,2018,6,12,8,30
PCEX,2018.0,5.0,12.0,2018,6,29,8,30
PCE,2018.0,5.0,12.0,2018,6,29,8,30
CPI,2018.0,6.0,12.0,2018,7,12,8,30
CPIX,2018.0,6.0,12.0,2018,7,12,8,30
PCEX,2018.0,6.0,12.0,2018,7,31,8,30
PCE,2018.0,6.0,12.0,2018,7,31,8,30
CPI,2018.0,7.0,12.0,2018,8,10,8,30
CPIX,2018.0,7.0,12.0,2018,8,10,8,30
PCEX,2018.0,7.0,12.0,2018,8,30,8,30
PCE,2018.0,7.0,12.0,2018,8,30,8,30
CPI,2018.0,8.0,12.0,2018,9,13,8,30
CPIX,2018.0,8.0,12.0,2018,9,13,8,30
PCEX,2018.0,8.0,12.0,2018,9,28,8,30
PCE,2018.0,8.0,12.0,2018,9,28,8,30
CPI,2018.0,9.0,12.0,2018,10,11,8,30
CPIX,2018.0,9.0,12.0,2018,10,11,8,30
PCEX,2018.0,9.0,12.0,2018,10,29,8,30
PCE,2018.0,9.0,12.0,2018,10,29,8,30
CPI,2018.0,10.0,12.0,2018,11,14,8,30
CPIX,2018.0,10.0,12.0,2018,11,14,8,30
PCEX,2018.0,10.0,12.0,2018,11,29,8,30
PCE,2018.0,10.0,12.0,2018,11,29,8,30
CPI,2018.0,11.0,12.0,2018,12,12,8,30
CPIX,2018.0,11.0,12.0,2018,12,12,8,30
PCEX,2018.0,11.0,12.0,2018,12,21,10,0
PCE,2018.0,11.0,12.0,2018,12,21,10,0
CPI,2018.0,12.0,12.0,2019,1,11,8,30
CPIX,2018.0,12.0,12.0,2019,1,11,8,30
CPI,2019.0,1.0,12.0,2019,2,13,8,30
CPIX,2019.0,1.0,12.0,2019,2,13,8,30
PCEX,2018.0,12.0,12.0,2019,3,1,8,30
PCE,2018.0,12.0,12.0,2019,3,1,8,30
CPI,2019.0,2.0,12.0,2019,3,12,8,30
CPIX,2019.0,2.0,12.0,2019,3,12,8,30
PCEX,2019.0,1.0,12.0,2019,3,29,8,30
PCE,2019.0,1.0,12.0,2019,3,29,8,30
CPI,2019.0,3.0,12.0,2019,4,10,8,30
CPIX,2019.0,3.0,12.0,2019,4,10,8,30
PCEX,2019.0,2.0,12.0,2019,4,29,8,30
PCEX,2019.0,3.0,12.0,2019,4,29,8,30
PCE,2019.0,2.0,12.0,2019,4,29,8,30
PCE,2019.0,3.0,12.0,2019,4,29,8,30
CPI,2019.0,4.0,12.0,2019,5,10,8,30
CPIX,2019.0,4.0,12.0,2019,5,10,8,30
PCEX,2019.0,4.0,12.0,2019,5,31,8,30
PCE,2019.0,4.0,12.0,2019,5,31,8,30
CPI,2019.0,5.0,12.0,2019,6,12,8,30
CPIX,2019.0,5.0,12.0,2019,6,12,8,30
PCEX,2019.0,5.0,12.0,2019,6,28,8,30
PCE,2019.0,5.0,12.0,2019,6,28,8,30
CPI,2019.0,6.0,12.0,2019,7,11,8,30
CPIX,2019.0,6.0,12.0,2019,7,11,8,30
PCEX,2019.0,6.0,12.0,2019,7,30,8,30
PCE,2019.0,6.0,12.0,2019,7,30,8,30
CPI,2019.0,7.0,12.0,2019,8,13,8,30
CPIX,2019.0,7.0,12.0,2019,8,13,8,30
PCE,2019.0,7.0,12.0,2019,8,30,8,30
PCEX,2019.0,7.0,12.0,2019,8,30,8,30
CPI,2019.0,8.0,12.0,2019,9,12,8,30
CPIX,2019.0,8.0,12.0,2019,9,12,8,30
PCEX,2019.0,8.0,12.0,2019,9,27,8,30
PCE,2019.0,8.0,12.0,2019,9,27,8,30
CPI,2019.0,9.0,12.0,2019,10,10,8,30
CPIX,2019.0,9.0,12.0,2019,10,10,8,30
PCEX,2019.0,9.0,12.0,2019,10,31,8,30
PCE,2019.0,9.0,12.0,2019,10,31,8,30
CPI,2019.0,10.0,12.0,2019,11,13,8,30
CPIX,2019.0,10.0,12.0,2019,11,13,8,30
